name;main_category;sub_category;image;link;ratings;no_of_ratings;discount_price;actual_price;brand
More Bengal Gram Dal - Roasted, 500g (Loose);grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71INJynix0L._AC_UL320_.jpg;https://www.amazon.in/More-Roasted-Bengal-Loose-500gm/dp/B07MNDN5WL/ref=sr_1_822?qid=1679216187&s=grocery&sr=1-822;4.2;1227.0;99.0;150.0;More
Saffola Active Refined Oil|Blend of Rice Bran Oil & Soyabean Oil|Cooking Oil|Pro Weight Watchers Edible Oil 5 litre Jar;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/61fL35+n7TL._AC_UL320_.jpg;https://www.amazon.in/Saffola-Active-Weight-Watchers-Edible/dp/B00P4EYXF0/ref=sr_1_823_f3_0g_fs?qid=1679216187&s=grocery&sr=1-823;4.4;3603.0;802.0;955.0;Saffola
Herbalife Nutrition Natural Tulsi Afresh Energy Drink Mix;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/511W3uA6yzL._AC_UL320_.jpg;https://www.amazon.in/Herbalife-Nutrition-Natural-Afresh-Energy/dp/B083SSRSZW/ref=sr_1_824?qid=1679216187&s=grocery&sr=1-824;4.0;1055.0;584.0;848.0;Herbalife
Thums Up Soft Drink PET Bottle, 2.25 L;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/61tiR5teCjL._AC_UL320_.jpg;https://www.amazon.in/Thums-Party-Pack-2-25-Bottle/dp/B00TTX2ABG/ref=sr_1_825_f3_0g_fs?qid=1679216187&s=grocery&sr=1-825;4.4;2004.0;;85.0;Thums
Tata Sampann Chaat Masala with Natural Oils, Crafted by Chef Sanjeev Kapoor, 100g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/619Dntj9dJL._AC_UL320_.jpg;https://www.amazon.in/Tata-Sampann-Chat-Masala-100/dp/B07JHP3CY3/ref=sr_1_826?qid=1679216187&s=grocery&sr=1-826;4.4;1068.0;72.0;80.0;Tata
Brooke Bond, Red Label, 100g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/51+iVkS0ZVL._AC_UL320_.jpg;https://www.amazon.in/Brooke-Bond-Red-Label-100g/dp/B00T7GG6X8/ref=sr_1_827?qid=1679216187&s=grocery&sr=1-827;4.3;1707.0;;30.0;Brooke
Goodricke Roasted Darjeeling Tea - 250 gm | Whole Leaf Tea | 100% Pure & Original Darjeeling Long Leaf Tea | Flavoury Gold...;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/61jbZ93NhML._AC_UL320_.jpg;https://www.amazon.in/Goodricke-Roasted-Darjeeling-Tea-250-gm/dp/B01LXDUJOF/ref=sr_1_828?qid=1679216187&s=grocery&sr=1-828;4.3;3944.0;261.0;280.0;Goodricke
Glucon-D Instant Energy Health Drink Tangy Orange - 450Gm Refill;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71Qgc4wDwVL._AC_UL320_.jpg;https://www.amazon.in/Glucon-D-Glucose-Based-Beverage-Orange/dp/B07NJJV2D6/ref=sr_1_829?qid=1679216187&s=grocery&sr=1-829;4.4;5629.0;157.0;173.0;Glucon-D
Sunfeast Dark Fantasy Bourbon Classic With Real Chocolate, 100g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71lmk-WE2OL._AC_UL320_.jpg;https://www.amazon.in/Sunfeast-Dream-Cream-Bourbon-Bliss/dp/B00XJEOYQ0/ref=sr_1_830?qid=1679216187&s=grocery&sr=1-830;4.4;8885.0;38.0;40.0;Sunfeast
Amul Chocomini Chocolate, 250 g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71KZQkANkFS._AC_UL320_.jpg;https://www.amazon.in/Amul-Chocomini-Chocolate-250-g/dp/B08G5FTVMF/ref=sr_1_831?qid=1679216187&s=grocery&sr=1-831;4.3;2773.0;134.8;140.0;Amul
Sunfeast Dark Fantasy Choco Nut Fills, 75g | Original Filled Cookies with Nuts;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71PFNfK7zhL._AC_UL320_.jpg;https://www.amazon.in/Sunfeast-Dark-Fantasy-Choco-Fills/dp/B08TWRFGHS/ref=sr_1_832_f3_0g_fs?qid=1679216187&s=grocery&sr=1-832;4.4;1929.0;36.0;40.0;Sunfeast
UPF Healthy Brown Eggs, 6 Pieces| Veg Fed| Non-Fertile Eggs;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/41dqMrWXmLL._AC_UL320_.jpg;https://www.amazon.in/Farm-made-foods-Healthy-Pieces/dp/B07M8NDWRJ/ref=sr_1_833_f3_0g_fs?qid=1679216187&s=grocery&sr=1-833;4.1;1727.0;82.77;89.0;UPF
Cup Noodles Mazedaar Masala, 70g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/91aWJn2W5eL._AC_UL320_.jpg;https://www.amazon.in/Cup-Noodles-Mazedaar-Masala-70g/dp/B00SWSOLEI/ref=sr_1_834?qid=1679216187&s=grocery&sr=1-834;4.2;2553.0;;50.0;Cup
Aashirvaad Sugar Release Control Atta, 5kg Pack, Low GI Atta;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/81kcZpNNKNS._AC_UL320_.jpg;https://www.amazon.in/Aashirvaad-Sugar-Release-Control-Atta/dp/B06XDCQYQX/ref=sr_1_835_f3_0g_fs?qid=1679216187&s=grocery&sr=1-835;4.4;1762.0;375.0;395.0;Aashirvaad
Urban Platter Pink Himalayan Rock Salt Powder Jar, 1.5kg ( Additive-Free, Gourmet Grade, Signature Quality);grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71SpDzVLJZL._AC_UL320_.jpg;https://www.amazon.in/Urban-Platter-Himalayan-Powder-1-25kg/dp/B071WQJK4X/ref=sr_1_836?qid=1679216187&s=grocery&sr=1-836;4.4;2994.0;395.0;400.0;Urban
Aashirvaad Nature’s Superfoods Gluten Free Flour, 1kg Pack, Super Nutritious Flour;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/819vYkT-VHL._AC_UL320_.jpg;https://www.amazon.in/Aashirvaad-Natures-Super-Foods-Gluten/dp/B07MF9CX2H/ref=sr_1_837?qid=1679216187&s=grocery&sr=1-837;4.0;1392.0;189.0;210.0;Aashirvaad
veeba pasta pizza sauce 280g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71eY2jA-pHL._AC_UL320_.jpg;https://www.amazon.in/Veeba-Pasta-Pizza-Sauce-310g/dp/B06WVM9CSH/ref=sr_1_838?qid=1679216187&s=grocery&sr=1-838;4.3;2284.0;83.0;89.0;veeba
Himalayan Natives Unpolished Toor Dal/Arhar Dal/Tur Dal Unpolished 1 kg Pouch, 1000 GM;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/618I4yT4eiL._AC_UL320_.jpg;https://www.amazon.in/Himalayan-Natives-Toor-Unplosished-Pouch/dp/B092R2S1V5/ref=sr_1_839?qid=1679216187&s=grocery&sr=1-839;4.3;1310.0;;219.0;Himalayan
